model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
EuroCOVIDhub-ensemble,inc death,1,LV,6,3,1,2,0.72,0.78,0.67,0.95,0.06,1,21,Latvia
IEM_Health-CovidProject,inc death,1,LV,7,4,2,2,0.92,0.91,0.67,0.95,-0.05,1,21,Latvia
ILM-EKF,inc death,1,LV,8,7,1,1,1.08,0.85,0.95,1,0,1,21,Latvia
LANL-GrowthRate,inc death,1,LV,7,2,2,3,0.86,0.83,0.4,0.9,0.09,1,20,Latvia
RobertWalraven-ESG,inc death,1,LV,7,1,3,3,0.94,0.94,0.29,0.62,0.04,1,21,Latvia
USC-SIkJalpha,inc death,1,LV,7,1,2,4,0.95,0.84,0.29,0.43,0.06,1,21,Latvia
epiforecasts-EpiNow2,inc death,1,LV,5,3,1,1,0.65,0.71,0.71,1,0.03,1,21,Latvia
EuroCOVIDhub-baseline,inc death,2,LV,8,2,1,5,1,1,0.35,1,0.27,1,20,Latvia
EuroCOVIDhub-ensemble,inc death,2,LV,6,3,1,2,0.74,0.72,0.65,0.95,0.12,1,20,Latvia
IEM_Health-CovidProject,inc death,2,LV,9,5,1,2,1.05,1.03,0.75,0.95,0.04,1,20,Latvia
ILM-EKF,inc death,2,LV,8,7,1,1,1.01,0.7,0.9,1,0,1,20,Latvia
LANL-GrowthRate,inc death,2,LV,10,2,3,5,0.89,0.81,0.26,0.79,0.05,1,19,Latvia
RobertWalraven-ESG,inc death,2,LV,9,2,4,3,1.09,1.01,0.35,0.65,-0.04,1,20,Latvia
USC-SIkJalpha,inc death,2,LV,6,1,1,4,0.77,0.65,0.45,0.55,0.28,1,20,Latvia
epiforecasts-EpiNow2,inc death,2,LV,6,3,1,2,0.75,0.8,0.6,1,0.01,1,20,Latvia
EuroCOVIDhub-baseline,inc death,3,LV,10,3,1,5,1,1,0.37,1,0.35,1,19,Latvia
EuroCOVIDhub-ensemble,inc death,3,LV,7,4,1,2,0.68,0.67,0.58,1,0.2,1,19,Latvia
IEM_Health-CovidProject,inc death,3,LV,11,6,2,3,1.15,1.08,0.58,1,0.13,1,19,Latvia
ILM-EKF,inc death,3,LV,8,7,1,1,0.86,0.61,0.89,1,0.02,1,19,Latvia
LANL-GrowthRate,inc death,3,LV,10,3,3,5,0.83,0.75,0.22,0.78,0.17,1,18,Latvia
RobertWalraven-ESG,inc death,3,LV,8,2,4,2,0.87,0.84,0.42,0.84,0.02,1,19,Latvia
USC-SIkJalpha,inc death,3,LV,8,1,1,6,0.83,0.7,0.47,0.58,0.23,1,19,Latvia
epiforecasts-EpiNow2,inc death,3,LV,7,3,2,2,0.67,0.7,0.42,1,-0.01,1,19,Latvia
EuroCOVIDhub-baseline,inc death,4,LV,10,4,0,6,1,1,0.44,1,0.36,1,18,Latvia
EuroCOVIDhub-ensemble,inc death,4,LV,8,4,1,3,0.75,0.7,0.72,1,0.2,1,18,Latvia
IEM_Health-CovidProject,inc death,4,LV,14,8,2,4,1.31,1.23,0.61,0.94,0.12,1,18,Latvia
ILM-EKF,inc death,4,LV,9,7,1,1,0.91,0.69,0.89,1,0.05,1,18,Latvia
LANL-GrowthRate,inc death,4,LV,12,3,3,6,0.9,0.81,0.24,0.76,-0.07,1,17,Latvia
RobertWalraven-ESG,inc death,4,LV,10,2,5,3,0.98,0.95,0.22,0.78,-0.1,1,18,Latvia
UMass-MechBayes,inc death,1,LV,5,2,2,1,0.86,0.6,0.5,0.94,-0.01,1,18,Latvia
USC-SIkJalpha,inc death,4,LV,8,2,1,6,0.82,0.68,0.33,0.44,0.27,1,18,Latvia
epiforecasts-EpiNow2,inc death,4,LV,8,3,2,3,0.72,0.74,0.56,0.94,-0.05,1,18,Latvia
LANL-GrowthRate,inc death,5,LV,12,3,3,6,NA,NA,0.44,0.75,0.1,1,16,Latvia
UMass-MechBayes,inc death,2,LV,5,2,2,1,0.89,0.72,0.65,0.94,-0.01,1,17,Latvia
USC-SIkJalpha,inc death,5,LV,10,2,2,6,NA,NA,0.35,0.53,0.32,1,17,Latvia
UMass-MechBayes,inc death,3,LV,6,2,2,2,0.83,0.7,0.5,0.94,0.02,1,16,Latvia
UMass-MechBayes,inc death,4,LV,6,3,1,2,0.77,0.68,0.53,0.93,0.13,1,15,Latvia
UMass-SemiMech,inc death,4,LV,8,4,0,4,1.04,0.93,0.53,0.87,0.44,1,15,Latvia
MUNI-ARIMA,inc death,1,LV,7,2,2,3,0.86,0.83,0.38,0.92,0.12,1,13,Latvia
MUNI-ARIMA,inc death,2,LV,7,3,0,4,0.89,0.81,0.67,0.92,0.34,1,12,Latvia
MUNI-ARIMA,inc death,3,LV,10,4,0,6,0.83,0.75,0.3,1,0.64,1,10,Latvia
MUNI-ARIMA,inc death,4,LV,14,5,0,9,0.9,0.81,0.22,0.89,0.67,1,9,Latvia
EuroCOVIDhub-baseline,inc case,1,MT,153,16,51,86,1,1,0.48,0.81,0.2,1,21,Malta
EuroCOVIDhub-ensemble,inc case,1,MT,144,41,22,81,0.95,1.17,0.43,0.86,0.22,1,21,Malta
IEM_Health-CovidProject,inc case,1,MT,271,27,77,167,1.83,1.78,0.1,0.43,0.24,1,21,Malta
ILM-EKF,inc case,1,MT,312,48,119,145,2.09,2.1,0.38,0.71,0.01,1,21,Malta
LANL-GrowthRate,inc case,1,MT,186,40,47,98,1.48,1.53,0.35,0.75,-0,1,20,Malta
USC-SIkJalpha,inc case,1,MT,244,105,75,65,1.68,1.34,0.48,0.57,0.04,1,21,Malta
epiforecasts-EpiNow2,inc case,1,MT,216,66,18,132,1.48,1.73,0.29,0.62,0.07,1,21,Malta
EuroCOVIDhub-baseline,inc case,2,MT,286,31,98,157,1,1,0.5,0.75,0.24,1,20,Malta
EuroCOVIDhub-ensemble,inc case,2,MT,363,84,68,210,1.32,1.56,0.35,0.75,0.3,1,20,Malta
IEM_Health-CovidProject,inc case,2,MT,508,41,135,332,1.88,1.74,0.15,0.35,0.22,1,20,Malta
ILM-EKF,inc case,2,MT,359,50,144,165,1.24,1.22,0.45,0.7,-0.03,1,20,Malta
LANL-GrowthRate,inc case,2,MT,407,115,95,198,1.63,1.64,0.26,0.68,0.13,1,19,Malta
USC-SIkJalpha,inc case,2,MT,464,139,137,187,1.75,1.32,0.4,0.4,0.03,1,20,Malta
epiforecasts-EpiNow2,inc case,2,MT,1076,207,60,810,4.17,4.4,0.1,0.6,0.04,1,20,Malta
EuroCOVIDhub-baseline,inc case,3,MT,372,41,124,207,1,1,0.42,0.74,0.2,1,19,Malta
EuroCOVIDhub-ensemble,inc case,3,MT,427,74,101,252,1.18,1.25,0.32,0.58,0.29,1,19,Malta
IEM_Health-CovidProject,inc case,3,MT,462,41,171,250,1.24,1.21,0.16,0.42,0.21,1,19,Malta
ILM-EKF,inc case,3,MT,478,65,187,226,1.3,1.28,0.37,0.63,-0.01,1,19,Malta
LANL-GrowthRate,inc case,3,MT,407,49,160,197,1.38,1.32,0.22,0.56,0.13,1,18,Malta
USC-SIkJalpha,inc case,3,MT,365,68,178,119,1.03,0.91,0.26,0.32,-0.01,1,19,Malta
epiforecasts-EpiNow2,inc case,3,MT,1116,179,74,862,3.36,3.12,0.26,0.63,-0.04,1,19,Malta
EuroCOVIDhub-baseline,inc case,4,MT,435,49,138,249,1,1,0.39,0.67,0.21,1,18,Malta
EuroCOVIDhub-ensemble,inc case,4,MT,453,92,140,221,1.03,1.05,0.44,0.56,0.26,1,18,Malta
IEM_Health-CovidProject,inc case,4,MT,569,54,197,319,1.3,1.25,0.11,0.39,0.23,1,18,Malta
ILM-EKF,inc case,4,MT,563,93,200,270,1.29,1.29,0.39,0.61,0.01,1,18,Malta
LANL-GrowthRate,inc case,4,MT,481,41,208,232,1.18,1.06,0.29,0.41,0.2,1,17,Malta
USC-SIkJalpha,inc case,4,MT,413,74,193,146,0.99,0.86,0.44,0.5,-0.01,1,18,Malta
epiforecasts-EpiNow2,inc case,4,MT,556,190,122,244,1.29,1.21,0.33,0.61,-0.13,1,18,Malta
LANL-GrowthRate,inc case,5,MT,516,50,218,248,NA,NA,0.19,0.44,0.27,1,16,Malta
USC-SIkJalpha,inc case,5,MT,440,79,212,149,NA,NA,0.35,0.41,-0.06,1,17,Malta
UMass-SemiMech,inc case,4,MT,259,18,218,23,1.18,1.06,0.2,0.73,0.27,1,15,Malta
MUNI-ARIMA,inc case,1,MT,77,15,51,12,1.48,1.53,0.46,0.85,-0.02,1,13,Malta
MUNI-ARIMA,inc case,2,MT,194,25,138,31,1.63,1.64,0.42,0.83,-0.06,1,12,Malta
RobertWalraven-ESG,inc case,1,MT,193,15,122,56,1.15,1.25,0.48,0.71,-0.04,1,21,Malta
MUNI-ARIMA,inc case,3,MT,271,23,246,2,1.38,1.32,0.7,0.7,-0.22,1,10,Malta
RobertWalraven-ESG,inc case,2,MT,282,14,258,10,0.85,1.01,0.5,0.7,-0.08,1,20,Malta
MUNI-ARIMA,inc case,4,MT,349,20,327,2,1.18,1.06,0.56,0.67,-0.3,1,9,Malta
RobertWalraven-ESG,inc case,3,MT,381,11,369,1,1.06,0.95,0.58,0.68,-0.23,1,19,Malta
RobertWalraven-ESG,inc case,4,MT,440,12,427,1,1.21,0.82,0.61,0.67,-0.23,1,18,Malta
EuroCOVIDhub-baseline,inc death,1,MT,1,0,0,1,1,1,0.57,0.95,0.11,1,21,Malta
EuroCOVIDhub-ensemble,inc death,1,MT,1,1,0,0,0.94,0.89,0.86,1,0.1,1,21,Malta
IEM_Health-CovidProject,inc death,1,MT,2,1,0,0,1.34,1.29,0.62,0.9,0.2,1,21,Malta
ILM-EKF,inc death,1,MT,2,2,0,0,1.69,1.08,0.9,1,0.06,1,21,Malta
LANL-GrowthRate,inc death,1,MT,1,0,0,1,1.15,0.99,0.5,0.95,0.16,1,20,Malta
RobertWalraven-ESG,inc death,1,MT,1,0,0,1,1,0.89,0.71,0.86,-0.02,1,21,Malta
USC-SIkJalpha,inc death,1,MT,2,0,0,1,1.3,1.16,0.48,0.52,0.13,1,21,Malta
epiforecasts-EpiNow2,inc death,1,MT,1,1,0,0,0.85,0.74,0.86,1,0.1,1,21,Malta
EuroCOVIDhub-baseline,inc death,2,MT,2,1,0,1,1,1,0.75,0.95,0.22,1,20,Malta
EuroCOVIDhub-ensemble,inc death,2,MT,2,1,0,1,0.93,0.85,0.7,1,0.2,1,20,Malta
IEM_Health-CovidProject,inc death,2,MT,2,1,0,1,1.25,1,0.65,0.9,0.28,1,20,Malta
ILM-EKF,inc death,2,MT,2,2,0,1,1.39,1.12,0.85,1,0.08,1,20,Malta
LANL-GrowthRate,inc death,2,MT,2,1,0,2,1.13,0.95,0.47,0.89,0.33,1,19,Malta
RobertWalraven-ESG,inc death,2,MT,1,0,0,1,0.82,0.75,0.65,0.9,0.02,1,20,Malta
USC-SIkJalpha,inc death,2,MT,2,1,0,1,1.2,0.9,0.45,0.55,0.16,1,20,Malta
epiforecasts-EpiNow2,inc death,2,MT,2,1,0,1,1.31,1.17,0.7,1,0.21,1,20,Malta
EuroCOVIDhub-baseline,inc death,3,MT,2,1,0,1,1,1,0.74,0.95,0.27,1,19,Malta
EuroCOVIDhub-ensemble,inc death,3,MT,2,1,0,1,1.06,1.07,0.63,0.95,0.35,1,19,Malta
IEM_Health-CovidProject,inc death,3,MT,3,2,0,1,1.27,1.2,0.63,0.89,0.28,1,19,Malta
ILM-EKF,inc death,3,MT,3,2,0,1,1.28,1.2,0.68,1,0.08,1,19,Malta
LANL-GrowthRate,inc death,3,MT,3,1,0,2,1.22,1.17,0.5,0.67,0.43,1,18,Malta
RobertWalraven-ESG,inc death,3,MT,2,0,0,1,0.68,0.71,0.63,0.84,0.04,1,19,Malta
USC-SIkJalpha,inc death,3,MT,3,1,0,2,1.18,1,0.53,0.58,0.26,1,19,Malta
epiforecasts-EpiNow2,inc death,3,MT,5,3,0,3,2.39,2.39,0.68,1,0.22,1,19,Malta
EuroCOVIDhub-baseline,inc death,4,MT,3,1,0,2,1,1,0.72,0.89,0.33,1,18,Malta
EuroCOVIDhub-ensemble,inc death,4,MT,3,1,0,1,0.93,0.9,0.61,0.89,0.35,1,18,Malta
IEM_Health-CovidProject,inc death,4,MT,4,2,0,1,1.29,1.08,0.67,0.83,0.33,1,18,Malta
ILM-EKF,inc death,4,MT,3,2,0,1,1.2,1.01,0.67,1,0.12,1,18,Malta
LANL-GrowthRate,inc death,4,MT,4,1,0,3,1.02,0.9,0.41,0.65,0.5,1,17,Malta
RobertWalraven-ESG,inc death,4,MT,1,0,0,1,0.49,0.48,0.72,0.89,0.09,1,18,Malta
UMass-MechBayes,inc death,1,MT,1,0,0,0,1.15,0.84,0.56,1,0.19,1,18,Malta
USC-SIkJalpha,inc death,4,MT,3,1,0,2,1.13,0.95,0.33,0.39,0.21,1,18,Malta
epiforecasts-EpiNow2,inc death,4,MT,4,2,0,2,1.39,1.18,0.67,0.89,0.11,1,18,Malta
LANL-GrowthRate,inc death,5,MT,5,1,0,4,NA,NA,0.31,0.62,0.52,1,16,Malta
UMass-MechBayes,inc death,2,MT,2,0,0,1,1.13,0.99,0.65,0.88,0.25,1,17,Malta
USC-SIkJalpha,inc death,5,MT,3,1,0,2,NA,NA,0.53,0.59,0.11,1,17,Malta
UMass-MechBayes,inc death,3,MT,2,1,0,1,1.22,1.26,0.75,0.94,0.19,1,16,Malta
UMass-MechBayes,inc death,4,MT,1,0,0,0,0.84,0.63,0.67,1,0.03,1,15,Malta
UMass-SemiMech,inc death,4,MT,1,0,0,1,1.23,0.93,0.53,1,0.08,1,15,Malta
MUNI-ARIMA,inc death,1,MT,0,0,0,0,1.15,0.99,0.92,1,-0.05,1,13,Malta
MUNI-ARIMA,inc death,2,MT,1,0,0,0,1.13,0.95,0.92,1,-0.01,1,12,Malta
MUNI-ARIMA,inc death,3,MT,0,0,0,0,1.22,1.17,1,1,-0.06,1,10,Malta
MUNI-ARIMA,inc death,4,MT,1,0,0,0,1.02,0.9,1,1,-0.01,1,9,Malta
EuroCOVIDhub-baseline,inc case,1,NL,6979,750,3311,2918,1,1,0.14,0.81,0.09,1,21,Netherlands
EuroCOVIDhub-ensemble,inc case,1,NL,5989,1543,1370,3075,0.86,0.98,0.33,0.81,0.23,1,21,Netherlands
IEM_Health-CovidProject,inc case,1,NL,8902,960,2636,5307,1.29,1.13,0.29,0.62,0.36,1,21,Netherlands
ILM-EKF,inc case,1,NL,11812,1672,1619,8521,1.73,1.53,0.43,0.9,0.13,1,21,Netherlands
LANL-GrowthRate,inc case,1,NL,6079,1349,2109,2621,1.38,1.3,0.3,0.85,-0.32,1,20,Netherlands
USC-SIkJalpha,inc case,1,NL,8326,2952,2556,2818,1.19,1.12,0.43,0.52,0.08,1,21,Netherlands
epiforecasts-EpiNow2,inc case,1,NL,19353,1864,1890,15599,2.86,2.54,0.38,0.71,-0.16,1,21,Netherlands
EuroCOVIDhub-baseline,inc case,2,NL,11066,1432,5430,4204,1,1,0.2,0.8,0.12,1,20,Netherlands
EuroCOVIDhub-ensemble,inc case,2,NL,22739,3030,4426,15283,2.11,1.94,0.25,0.75,0.22,1,20,Netherlands
IEM_Health-CovidProject,inc case,2,NL,15961,1551,4807,9603,1.45,1.28,0.15,0.65,0.39,1,20,Netherlands
ILM-EKF,inc case,2,NL,47093,5386,5094,36613,4.42,3.81,0.45,0.8,0.15,1,20,Netherlands
LANL-GrowthRate,inc case,2,NL,16000,3559,5997,6443,2.02,1.78,0.37,0.74,-0.07,1,19,Netherlands
USC-SIkJalpha,inc case,2,NL,13891,3954,6261,3676,1.26,1.09,0.45,0.5,0.13,1,20,Netherlands
epiforecasts-EpiNow2,inc case,2,NL,48420,3197,3922,41301,4.54,3.73,0.2,0.75,-0.14,1,20,Netherlands
EuroCOVIDhub-baseline,inc case,3,NL,12617,1932,6613,4072,1,1,0.32,0.74,0.07,1,19,Netherlands
EuroCOVIDhub-ensemble,inc case,3,NL,28359,4379,6122,17857,2.33,2.07,0.32,0.79,0.23,1,19,Netherlands
IEM_Health-CovidProject,inc case,3,NL,16633,2080,7575,6977,1.3,1.21,0.21,0.47,0.4,1,19,Netherlands
ILM-EKF,inc case,3,NL,51008,8884,7692,34431,4.24,3.74,0.47,0.79,0.13,1,19,Netherlands
LANL-GrowthRate,inc case,3,NL,14146,2781,8767,2599,1.77,1.55,0.28,0.78,0.06,1,18,Netherlands
USC-SIkJalpha,inc case,3,NL,14875,2701,8640,3534,1.19,0.91,0.32,0.42,0.05,1,19,Netherlands
epiforecasts-EpiExpert,inc case,3,NL,42485,8940,10019,23526,1.76,1.54,0.2,0.4,0.12,1,15,Netherlands
epiforecasts-EpiNow2,inc case,3,NL,25676,4374,7262,14040,2.08,1.87,0.32,0.68,-0.04,1,19,Netherlands
EuroCOVIDhub-baseline,inc case,4,NL,15044,2317,6977,5750,1,1,0.17,0.67,0.02,1,18,Netherlands
EuroCOVIDhub-ensemble,inc case,4,NL,15911,3623,8002,4286,1.04,0.97,0.28,0.67,0.25,1,18,Netherlands
IEM_Health-CovidProject,inc case,4,NL,19713,2796,8922,7996,1.27,1.17,0.17,0.44,0.31,1,18,Netherlands
ILM-EKF,inc case,4,NL,18343,5255,9317,3771,1.19,1.07,0.44,0.78,0.08,1,18,Netherlands
LANL-GrowthRate,inc case,4,NL,15947,2134,9790,4022,1.23,1.07,0.18,0.59,0.07,1,17,Netherlands
USC-SIkJalpha,inc case,4,NL,16909,1596,10523,4790,1.13,0.92,0.28,0.28,0.11,1,18,Netherlands
epiforecasts-EpiNow2,inc case,4,NL,24084,5575,10120,8389,1.63,1.57,0.22,0.72,-0.14,1,18,Netherlands
LANL-GrowthRate,inc case,5,NL,18568,2713,9426,6429,NA,NA,0.19,0.5,0.06,1,16,Netherlands
USC-SIkJalpha,inc case,5,NL,19119,1910,10644,6565,NA,NA,0.24,0.29,0.03,1,17,Netherlands
UMass-SemiMech,inc case,4,NL,19869,5434,8526,5909,1.23,1.07,0.27,0.8,0.35,1,15,Netherlands
MUNI-ARIMA,inc case,1,NL,5581,768,2521,2292,1.38,1.3,0.69,0.77,-0.11,1,13,Netherlands
MUNI-ARIMA,inc case,2,NL,17294,1798,7013,8483,2.02,1.78,0.33,0.67,0.02,1,12,Netherlands
epiforecasts-EpiExpert_direct,inc case,3,NL,84250,17078,19217,47955,1.78,1.55,0,0,0.14,1,7,Netherlands
RobertWalraven-ESG,inc case,1,NL,11164,580,5829,4755,1.04,0.99,0.05,0.48,0.28,1,21,Netherlands
MUNI-ARIMA,inc case,3,NL,22300,2297,11729,8274,1.77,1.55,0.3,0.6,-0.03,1,10,Netherlands
RobertWalraven-ESG,inc case,2,NL,15748,573,10788,4387,0.86,0.81,0.05,0.6,0.07,1,20,Netherlands
MUNI-ARIMA,inc case,4,NL,19126,2129,15430,1567,1.23,1.07,0.33,0.67,-0.16,1,9,Netherlands
RobertWalraven-ESG,inc case,3,NL,19045,505,15728,2811,0.96,0.86,0.11,0.42,0.1,1,19,Netherlands
RobertWalraven-ESG,inc case,4,NL,23323,610,20053,2660,1.17,0.84,0.11,0.39,-0.14,1,18,Netherlands
EuroCOVIDhub-baseline,inc death,1,NL,14,9,0,4,1,1,0.86,1,0.23,1,21,Netherlands
EuroCOVIDhub-ensemble,inc death,1,NL,13,7,0,5,0.94,1.33,0.67,1,0.4,1,21,Netherlands
IEM_Health-CovidProject,inc death,1,NL,13,8,1,3,0.92,1.07,0.62,1,0.12,1,21,Netherlands
ILM-EKF,inc death,1,NL,23,19,0,3,1.66,1.39,0.95,1,0.19,1,21,Netherlands
LANL-GrowthRate,inc death,1,NL,9,4,1,4,1.06,1.24,0.4,0.9,0.33,1,20,Netherlands
RobertWalraven-ESG,inc death,1,NL,8,4,2,1,0.57,0.75,0.76,1,-0.1,1,21,Netherlands
USC-SIkJalpha,inc death,1,NL,22,7,0,15,1.61,2,0.38,0.52,0.64,1,21,Netherlands
epiforecasts-EpiNow2,inc death,1,NL,26,7,0,19,1.06,1.24,0.37,0.84,0.52,1,19,Netherlands
EuroCOVIDhub-baseline,inc death,2,NL,23,18,0,5,1,1,1,1,0.24,1,20,Netherlands
EuroCOVIDhub-ensemble,inc death,2,NL,20,10,0,11,0.88,1.17,0.45,1,0.5,1,20,Netherlands
IEM_Health-CovidProject,inc death,2,NL,18,11,2,5,0.76,0.84,0.5,0.9,0.12,1,20,Netherlands
ILM-EKF,inc death,2,NL,38,29,0,9,1.65,1.47,0.85,1,0.29,1,20,Netherlands
LANL-GrowthRate,inc death,2,NL,11,5,2,4,0.94,1.09,0.53,0.79,0.19,1,19,Netherlands
RobertWalraven-ESG,inc death,2,NL,11,6,4,1,0.45,0.59,0.55,1,-0.2,1,20,Netherlands
USC-SIkJalpha,inc death,2,NL,34,8,0,25,1.45,1.81,0.2,0.4,0.62,1,20,Netherlands
epiforecasts-EpiNow2,inc death,2,NL,55,13,0,42,0.94,1.09,0.28,0.78,0.53,1,18,Netherlands
EuroCOVIDhub-baseline,inc death,3,NL,31,24,0,7,1,1,1,1,0.25,1,19,Netherlands
EuroCOVIDhub-ensemble,inc death,3,NL,35,14,0,21,1.14,1.45,0.37,0.95,0.56,1,19,Netherlands
IEM_Health-CovidProject,inc death,3,NL,24,13,3,8,0.77,0.86,0.42,0.89,0.14,1,19,Netherlands
ILM-EKF,inc death,3,NL,55,37,0,18,1.78,1.73,0.79,1,0.33,1,19,Netherlands
LANL-GrowthRate,inc death,3,NL,13,6,2,5,1,1.16,0.56,0.83,0.21,1,18,Netherlands
RobertWalraven-ESG,inc death,3,NL,13,7,5,2,0.42,0.55,0.58,1,-0.22,1,19,Netherlands
USC-SIkJalpha,inc death,3,NL,46,9,1,37,1.49,1.75,0.11,0.26,0.64,1,19,Netherlands
epiforecasts-EpiExpert,inc death,3,NL,22,4,3,15,0.95,1.12,0.13,0.6,0.21,1,15,Netherlands
epiforecasts-EpiNow2,inc death,3,NL,100,20,0,79,1,1.16,0.35,0.71,0.44,1,17,Netherlands
EuroCOVIDhub-baseline,inc death,4,NL,38,29,0,9,1,1,1,1,0.26,1,18,Netherlands
EuroCOVIDhub-ensemble,inc death,4,NL,34,14,0,20,0.88,1.07,0.33,1,0.52,1,18,Netherlands
IEM_Health-CovidProject,inc death,4,NL,33,15,4,14,0.87,0.98,0.33,0.83,0.15,1,18,Netherlands
ILM-EKF,inc death,4,NL,51,28,1,22,1.34,1.48,0.56,1,0.31,1,18,Netherlands
LANL-GrowthRate,inc death,4,NL,17,8,2,7,0.91,1.05,0.47,0.76,0.25,1,17,Netherlands
RobertWalraven-ESG,inc death,4,NL,16,8,6,2,0.41,0.51,0.56,1,-0.21,1,18,Netherlands
UMass-MechBayes,inc death,1,NL,22,5,0,17,1.06,2.08,0.22,0.78,0.61,1,18,Netherlands
USC-SIkJalpha,inc death,4,NL,58,10,2,45,1.52,1.66,0,0.22,0.62,1,18,Netherlands
epiforecasts-EpiNow2,inc death,4,NL,79,17,1,60,0.91,1.05,0.31,0.62,0.4,1,16,Netherlands
LANL-GrowthRate,inc death,5,NL,22,9,2,10,NA,NA,0.44,0.75,0.3,1,16,Netherlands
UMass-MechBayes,inc death,2,NL,42,8,0,34,0.94,1.39,0.29,0.76,0.62,1,17,Netherlands
USC-SIkJalpha,inc death,5,NL,69,12,3,54,NA,NA,0.12,0.35,0.65,1,17,Netherlands
UMass-MechBayes,inc death,3,NL,85,14,0,70,1,1.69,0.25,0.81,0.5,1,16,Netherlands
UMass-MechBayes,inc death,4,NL,43,11,1,31,0.73,0.87,0.2,0.8,0.44,1,15,Netherlands
UMass-SemiMech,inc death,4,NL,68,14,1,53,1.15,1.29,0.13,0.67,0.64,1,15,Netherlands
MUNI-ARIMA,inc death,1,NL,8,4,1,2,1.06,1.24,0.62,1,-0,1,13,Netherlands
MUNI-ARIMA,inc death,2,NL,12,6,2,3,0.94,1.09,0.5,1,-0.03,1,12,Netherlands
epiforecasts-EpiExpert_direct,inc death,3,NL,19,2,4,13,1.05,1.2,0.14,0.43,0.06,1,7,Netherlands
MUNI-ARIMA,inc death,3,NL,15,8,2,5,1,1.16,0.3,1,-0.02,1,10,Netherlands
MUNI-ARIMA,inc death,4,NL,19,9,3,6,0.91,1.05,0.56,1,0.02,1,9,Netherlands
EuroCOVIDhub-baseline,inc case,1,NO,321,63,119,140,1,1,0.38,0.9,0.19,1,21,Norway
EuroCOVIDhub-ensemble,inc case,1,NO,307,171,60,77,0.96,1.04,0.52,1,-0.05,1,21,Norway
IEM_Health-CovidProject,inc case,1,NO,360,143,96,121,1.1,1.24,0.52,0.95,-0.02,1,21,Norway
ILM-EKF,inc case,1,NO,529,169,122,238,1.59,1.87,0.38,0.95,-0.05,1,21,Norway
LANL-GrowthRate,inc case,1,NO,337,165,69,103,1.24,1.22,0.6,1,-0.11,1,20,Norway
USC-SIkJalpha,inc case,1,NO,474,296,97,81,1.43,1.01,0.48,0.67,-0.13,1,21,Norway
epiforecasts-EpiNow2,inc case,1,NO,325,133,64,128,1.05,1.14,0.43,0.9,-0.02,1,21,Norway
EuroCOVIDhub-baseline,inc case,2,NO,546,121,156,269,1,1,0.45,0.9,0.25,1,20,Norway
EuroCOVIDhub-ensemble,inc case,2,NO,598,266,84,249,1.08,1.26,0.45,0.95,0.01,1,20,Norway
IEM_Health-CovidProject,inc case,2,NO,740,214,156,371,1.28,1.51,0.45,0.95,0.06,1,20,Norway
ILM-EKF,inc case,2,NO,948,269,170,510,1.6,1.91,0.35,0.9,-0.01,1,20,Norway
LANL-GrowthRate,inc case,2,NO,625,228,102,295,1.33,1.33,0.47,1,-0.03,1,19,Norway
USC-SIkJalpha,inc case,2,NO,750,370,193,187,1.4,0.96,0.35,0.45,-0.13,1,20,Norway
epiforecasts-EpiNow2,inc case,2,NO,807,276,135,397,1.49,1.57,0.5,0.8,-0.03,1,20,Norway
EuroCOVIDhub-baseline,inc case,3,NO,680,166,107,407,1,1,0.42,0.79,0.33,1,19,Norway
EuroCOVIDhub-ensemble,inc case,3,NO,957,403,86,468,1.33,1.53,0.37,0.95,0.08,1,19,Norway
IEM_Health-CovidProject,inc case,3,NO,1160,315,111,734,1.57,1.86,0.32,0.89,0.12,1,19,Norway
ILM-EKF,inc case,3,NO,1445,413,159,873,1.87,2.29,0.16,0.89,0.03,1,19,Norway
LANL-GrowthRate,inc case,3,NO,795,312,77,407,1.54,1.59,0.33,0.94,0.1,1,18,Norway
USC-SIkJalpha,inc case,3,NO,1048,466,268,313,1.59,1.11,0.37,0.47,-0.13,1,19,Norway
epiforecasts-EpiNow2,inc case,3,NO,1481,500,184,798,2.11,2.34,0.42,0.84,0,1,19,Norway
EuroCOVIDhub-baseline,inc case,4,NO,806,201,71,535,1,1,0.44,0.78,0.44,1,18,Norway
EuroCOVIDhub-ensemble,inc case,4,NO,1432,608,86,738,1.62,1.86,0.44,0.94,0.16,1,18,Norway
IEM_Health-CovidProject,inc case,4,NO,1729,467,73,1189,1.94,2.2,0.39,0.78,0.2,1,18,Norway
ILM-EKF,inc case,4,NO,2097,625,157,1315,2.21,2.65,0.33,0.89,0.08,1,18,Norway
LANL-GrowthRate,inc case,4,NO,865,370,48,447,1.83,1.82,0.53,1,0.22,1,17,Norway
USC-SIkJalpha,inc case,4,NO,1486,650,344,492,1.85,1.38,0.28,0.33,-0.08,1,18,Norway
epiforecasts-EpiNow2,inc case,4,NO,2379,837,222,1320,2.76,3,0.28,0.83,0.01,1,18,Norway
LANL-GrowthRate,inc case,5,NO,911,392,33,487,NA,NA,0.44,1,0.34,1,16,Norway
USC-SIkJalpha,inc case,5,NO,1902,885,350,667,NA,NA,0.18,0.35,-0.02,1,17,Norway
