model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,ae,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
epiforecasts-EpiNow2,inc death,3,LT,14,6,2,6,0.96,23,0.95,0.35,0.96,0.15,1,26,Lithuania
EuroCOVIDhub-baseline,inc death,4,LT,18,6,7,5,1,29,1,0.38,0.96,0,1,26,Lithuania
EuroCOVIDhub-ensemble,inc death,4,LT,14,6,4,4,0.76,22,0.73,0.38,0.92,0.08,1,26,Lithuania
IEM_Health-CovidProject,inc death,4,LT,22,8,6,8,1.26,33,1.15,0.38,0.81,0.04,1,26,Lithuania
ILM-EKF,inc death,4,LT,23,14,2,7,1.24,32,1.07,0.46,1,0.11,1,26,Lithuania
LANL-GrowthRate,inc death,4,LT,22,3,16,4,1.28,27,0.94,0.24,0.6,-0.21,1,25,Lithuania
RobertWalraven-ESG,inc death,4,LT,21,3,15,3,1.18,28,0.94,0.15,0.54,-0.25,1,26,Lithuania
UMass-MechBayes,inc death,1,LT,5,2,1,2,0.64,7,0.64,0.69,0.96,0.12,1,26,Lithuania
USC-SIkJalpha,inc death,4,LT,18,3,6,10,0.96,23,0.73,0.27,0.42,0.12,1,26,Lithuania
epiforecasts-EpiNow2,inc death,4,LT,26,12,3,11,1.41,40,1.3,0.32,0.92,0.1,1,25,Lithuania
UMass-MechBayes,inc death,2,LT,6,3,0,2,0.48,9,0.46,0.68,0.96,0.2,1,25,Lithuania
UMass-MechBayes,inc death,3,LT,8,4,1,3,0.51,14,0.56,0.42,0.96,0.28,1,24,Lithuania
UMass-MechBayes,inc death,4,LT,13,5,1,6,0.67,25,0.79,0.3,0.78,0.33,1,23,Lithuania
MUNI-ARIMA,inc death,1,LT,6,2,2,2,0.87,10,0.91,0.52,0.9,-0.02,1,21,Lithuania
MUNI-ARIMA,inc death,2,LT,9,3,3,3,0.83,15,0.82,0.55,0.95,-0.06,1,20,Lithuania
MUNI-ARIMA,inc death,3,LT,11,5,4,3,0.8,17,0.73,0.56,0.89,-0.09,1,18,Lithuania
MUNI-ARIMA,inc death,4,LT,15,6,6,3,0.83,21,0.69,0.59,0.88,-0.11,1,17,Lithuania
Karlen-pypm,inc death,1,LT,7,3,4,0,0.94,10,0.94,0.4,1,-0.41,1,10,Lithuania
Karlen-pypm,inc death,2,LT,10,3,7,0,0.8,17,0.82,0.22,1,-0.37,1,9,Lithuania
Karlen-pypm,inc death,3,LT,15,4,9,2,0.8,25,0.8,0.25,1,-0.27,1,8,Lithuania
Karlen-pypm,inc death,4,LT,25,6,10,9,0.97,41,0.91,0.14,1,-0.14,1,7,Lithuania
EuroCOVIDhub-baseline,inc case,1,LU,96,44,25,28,1,139,1,0.55,1,0.11,1,29,Luxembourg
EuroCOVIDhub-ensemble,inc case,1,LU,96,58,22,16,0.96,131,0.95,0.76,0.97,0.07,1,29,Luxembourg
IEM_Health-CovidProject,inc case,1,LU,152,49,38,65,1.53,221,1.58,0.31,0.83,0.25,1,29,Luxembourg
ILM-EKF,inc case,1,LU,148,64,41,42,1.61,199,1.52,0.66,0.86,0.22,1,29,Luxembourg
LANL-GrowthRate,inc case,1,LU,127,64,61,1,1.22,175,1.2,0.64,0.93,-0.35,1,28,Luxembourg
USC-SIkJalpha,inc case,1,LU,120,33,67,19,1.23,146,1.02,0.48,0.59,-0.15,1,29,Luxembourg
epiforecasts-EpiNow2,inc case,1,LU,162,86,17,60,1.64,233,1.59,0.69,0.9,0.2,1,29,Luxembourg
EuroCOVIDhub-baseline,inc case,2,LU,156,79,36,42,1,240,1,0.46,1,0.14,1,28,Luxembourg
EuroCOVIDhub-ensemble,inc case,2,LU,181,91,51,39,1.14,259,1.1,0.61,0.93,0.13,1,28,Luxembourg
IEM_Health-CovidProject,inc case,2,LU,251,68,66,117,1.58,359,1.52,0.25,0.75,0.27,1,28,Luxembourg
ILM-EKF,inc case,2,LU,225,90,59,76,1.54,303,1.37,0.5,0.82,0.24,1,28,Luxembourg
LANL-GrowthRate,inc case,2,LU,159,66,86,7,0.96,215,0.87,0.56,0.93,-0.26,1,27,Luxembourg
USC-SIkJalpha,inc case,2,LU,175,40,103,32,1.1,234,0.96,0.39,0.57,-0.12,1,28,Luxembourg
epiforecasts-EpiNow2,inc case,2,LU,497,250,55,191,3.19,700,2.77,0.5,0.86,0.22,1,28,Luxembourg
EuroCOVIDhub-baseline,inc case,3,LU,203,106,39,58,1,324,1,0.56,1,0.14,1,27,Luxembourg
EuroCOVIDhub-ensemble,inc case,3,LU,255,108,73,75,1.26,389,1.22,0.44,0.89,0.14,1,27,Luxembourg
IEM_Health-CovidProject,inc case,3,LU,333,91,86,156,1.61,460,1.43,0.26,0.74,0.27,1,27,Luxembourg
ILM-EKF,inc case,3,LU,312,123,76,112,1.68,428,1.46,0.37,0.78,0.26,1,27,Luxembourg
LANL-GrowthRate,inc case,3,LU,195,71,107,17,0.94,263,0.82,0.46,0.92,-0.19,1,26,Luxembourg
USC-SIkJalpha,inc case,3,LU,237,49,148,40,1.19,305,0.95,0.44,0.52,-0.14,1,27,Luxembourg
epiforecasts-EpiNow2,inc case,3,LU,775,314,83,378,4.05,1151,3.41,0.44,0.78,0.22,1,27,Luxembourg
EuroCOVIDhub-baseline,inc case,4,LU,237,131,34,71,1,377,1,0.5,1,0.13,1,26,Luxembourg
EuroCOVIDhub-ensemble,inc case,4,LU,279,120,81,78,1.18,424,1.14,0.38,0.88,0.09,1,26,Luxembourg
IEM_Health-CovidProject,inc case,4,LU,387,118,94,175,1.54,532,1.35,0.31,0.65,0.2,1,26,Luxembourg
ILM-EKF,inc case,4,LU,411,167,88,156,1.95,579,1.72,0.31,0.81,0.26,1,26,Luxembourg
LANL-GrowthRate,inc case,4,LU,222,77,118,27,0.95,303,0.83,0.36,0.88,-0.14,1,25,Luxembourg
USC-SIkJalpha,inc case,4,LU,294,62,185,47,1.31,354,0.97,0.31,0.46,-0.32,1,26,Luxembourg
epiforecasts-EpiNow2,inc case,4,LU,688,282,109,297,3.21,954,2.56,0.31,0.69,0.17,1,26,Luxembourg
MUNI-ARIMA,inc case,1,LU,116,47,25,44,1.21,179,1.32,0.48,0.9,0.33,1,21,Luxembourg
MUNI-ARIMA,inc case,2,LU,201,76,45,80,1.21,310,1.28,0.3,0.95,0.33,1,20,Luxembourg
RobertWalraven-ESG,inc case,1,LU,108,25,60,23,1.15,178,1.26,0.55,0.86,-0,1,29,Luxembourg
MUNI-ARIMA,inc case,3,LU,239,95,52,92,1.1,365,1.07,0.44,0.94,0.23,1,18,Luxembourg
RobertWalraven-ESG,inc case,2,LU,161,31,101,30,1,251,1.06,0.43,0.79,-0.05,1,28,Luxembourg
MUNI-ARIMA,inc case,4,LU,250,112,48,89,1.02,380,1,0.41,0.94,0.18,1,17,Luxembourg
RobertWalraven-ESG,inc case,3,LU,201,36,137,28,0.97,311,0.99,0.44,0.81,-0.2,1,27,Luxembourg
RobertWalraven-ESG,inc case,4,LU,229,41,166,23,0.97,359,1,0.38,0.77,-0.29,1,26,Luxembourg
Karlen-pypm,inc case,1,LU,81,44,11,26,1.35,127,1.42,0.6,1,0.18,1,10,Luxembourg
Karlen-pypm,inc case,2,LU,158,58,42,58,1.64,235,1.6,0.44,0.89,0.13,1,9,Luxembourg
Karlen-pypm,inc case,3,LU,246,74,83,89,1.91,350,1.81,0.5,0.75,0.01,1,8,Luxembourg
Karlen-pypm,inc case,4,LU,308,85,127,96,1.99,420,1.82,0.43,0.57,-0.26,1,7,Luxembourg
EuroCOVIDhub-baseline,inc death,1,LU,2,1,1,1,1,3,1,0.69,1,0.01,1,29,Luxembourg
EuroCOVIDhub-ensemble,inc death,1,LU,2,1,1,1,0.93,3,1.05,0.59,0.97,0.11,1,29,Luxembourg
IEM_Health-CovidProject,inc death,1,LU,3,1,1,1,1.31,5,1.45,0.48,0.76,0.17,1,29,Luxembourg
ILM-EKF,inc death,1,LU,3,2,0,1,1.37,4,1.22,0.72,1,0.2,1,29,Luxembourg
LANL-GrowthRate,inc death,1,LU,2,1,1,1,1.06,4,1.25,0.5,0.96,0.11,1,28,Luxembourg
RobertWalraven-ESG,inc death,1,LU,2,1,1,1,1.01,3,1.08,0.66,0.86,-0.07,1,29,Luxembourg
USC-SIkJalpha,inc death,1,LU,3,0,1,1,1.24,4,1.1,0.48,0.52,0.07,1,29,Luxembourg
epiforecasts-EpiNow2,inc death,1,LU,2,1,1,1,1.01,4,1.2,0.52,0.97,0.06,1,29,Luxembourg
EuroCOVIDhub-baseline,inc death,2,LU,3,1,1,1,1,4,1,0.68,0.96,0.13,1,28,Luxembourg
EuroCOVIDhub-ensemble,inc death,2,LU,3,1,1,1,0.87,4,0.98,0.61,0.96,0.18,1,28,Luxembourg
IEM_Health-CovidProject,inc death,2,LU,4,1,1,2,1.32,6,1.43,0.54,0.86,0.17,1,28,Luxembourg
ILM-EKF,inc death,2,LU,4,2,0,1,1.17,5,1.02,0.61,1,0.26,1,28,Luxembourg
LANL-GrowthRate,inc death,2,LU,3,1,1,1,0.91,4,1.06,0.41,0.93,0.19,1,27,Luxembourg
RobertWalraven-ESG,inc death,2,LU,3,1,1,1,0.86,4,0.88,0.71,0.86,-0.03,1,28,Luxembourg
USC-SIkJalpha,inc death,2,LU,4,0,1,2,1.07,4,0.99,0.36,0.46,0.08,1,28,Luxembourg
epiforecasts-EpiNow2,inc death,2,LU,3,1,0,1,0.84,4,0.92,0.54,1,0.16,1,28,Luxembourg
EuroCOVIDhub-baseline,inc death,3,LU,3,1,0,1,1,4,1,0.78,1,0.17,1,27,Luxembourg
EuroCOVIDhub-ensemble,inc death,3,LU,3,1,0,1,0.83,4,0.96,0.59,0.96,0.27,1,27,Luxembourg
IEM_Health-CovidProject,inc death,3,LU,5,2,0,2,1.54,7,1.69,0.52,0.93,0.26,1,27,Luxembourg
ILM-EKF,inc death,3,LU,4,2,0,1,1.28,5,1.22,0.59,1,0.33,1,27,Luxembourg
LANL-GrowthRate,inc death,3,LU,3,1,0,2,0.99,5,1.21,0.31,0.88,0.26,1,26,Luxembourg
RobertWalraven-ESG,inc death,3,LU,2,1,1,0,0.56,3,0.62,0.78,0.96,-0.07,1,27,Luxembourg
USC-SIkJalpha,inc death,3,LU,2,0,1,1,0.75,3,0.71,0.56,0.63,0.09,1,27,Luxembourg
epiforecasts-EpiNow2,inc death,3,LU,3,2,0,2,1.13,5,1.19,0.44,0.96,0.29,1,27,Luxembourg
EuroCOVIDhub-baseline,inc death,4,LU,3,2,0,1,1,4,1,0.81,1,0.22,1,26,Luxembourg
EuroCOVIDhub-ensemble,inc death,4,LU,3,1,0,1,0.88,5,1,0.58,0.96,0.34,1,26,Luxembourg
IEM_Health-CovidProject,inc death,4,LU,7,3,0,3,2.03,10,2.28,0.42,0.85,0.33,1,26,Luxembourg
ILM-EKF,inc death,4,LU,4,3,0,2,1.36,6,1.24,0.62,0.96,0.38,1,26,Luxembourg
LANL-GrowthRate,inc death,4,LU,3,1,0,2,1,5,1.2,0.32,0.8,0.33,1,25,Luxembourg
RobertWalraven-ESG,inc death,4,LU,1,1,0,0,0.47,2,0.51,0.85,0.96,-0.06,1,26,Luxembourg
USC-SIkJalpha,inc death,4,LU,3,1,0,2,0.81,3,0.75,0.35,0.5,0.15,1,26,Luxembourg
epiforecasts-EpiNow2,inc death,4,LU,5,2,0,2,1.47,7,1.5,0.38,0.92,0.33,1,26,Luxembourg
UMass-MechBayes,inc death,1,LU,1,1,0,1,0.98,2,1,0.64,0.96,0.23,1,25,Luxembourg
UMass-MechBayes,inc death,2,LU,2,1,0,1,1.11,3,1.18,0.54,0.96,0.24,1,24,Luxembourg
UMass-MechBayes,inc death,3,LU,2,1,0,1,0.91,3,1.04,0.57,1,0.27,1,23,Luxembourg
UMass-MechBayes,inc death,4,LU,2,1,0,1,1.04,3,0.93,0.59,1,0.27,1,22,Luxembourg
MUNI-ARIMA,inc death,1,LU,1,1,0,0,1.02,1,1.07,0.81,1,0.02,1,21,Luxembourg
MUNI-ARIMA,inc death,2,LU,1,1,0,0,0.95,2,1.01,0.75,1,0.06,1,20,Luxembourg
MUNI-ARIMA,inc death,3,LU,1,1,0,0,0.92,2,1.01,0.78,1,0.06,1,18,Luxembourg
MUNI-ARIMA,inc death,4,LU,1,1,0,0,0.85,2,0.89,1,1,0.09,1,17,Luxembourg
Karlen-pypm,inc death,1,LU,1,0,0,0,0.93,1,1.11,0.6,0.9,-0.15,1,10,Luxembourg
Karlen-pypm,inc death,2,LU,1,0,0,0,0.79,2,0.95,0.44,1,-0.11,1,9,Luxembourg
Karlen-pypm,inc death,3,LU,1,0,0,0,0.77,2,0.99,0.5,1,-0.17,1,8,Luxembourg
Karlen-pypm,inc death,4,LU,1,0,1,0,0.66,2,1,0.43,0.86,-0.14,1,7,Luxembourg
EuroCOVIDhub-baseline,inc case,1,LV,263,39,104,119,1,388,1,0.14,0.93,-0.09,1,29,Latvia
EuroCOVIDhub-ensemble,inc case,1,LV,178,103,32,43,0.61,275,0.65,0.66,1,-0.1,1,29,Latvia
IEM_Health-CovidProject,inc case,1,LV,211,138,25,48,0.7,276,0.68,0.69,0.97,-0.04,1,29,Latvia
ILM-EKF,inc case,1,LV,269,127,71,71,1.01,422,1.08,0.48,0.93,-0.14,1,29,Latvia
LANL-GrowthRate,inc case,1,LV,235,158,72,5,0.77,341,0.81,0.71,1,-0.35,1,28,Latvia
USC-SIkJalpha,inc case,1,LV,265,64,61,140,0.92,317,0.77,0.41,0.59,0.01,1,29,Latvia
epiforecasts-EpiNow2,inc case,1,LV,189,71,42,76,0.69,295,0.75,0.41,0.9,-0,1,29,Latvia
EuroCOVIDhub-baseline,inc case,2,LV,435,79,171,184,1,640,1,0.36,0.79,-0.01,1,28,Latvia
EuroCOVIDhub-ensemble,inc case,2,LV,311,137,76,99,0.64,464,0.69,0.46,0.89,-0.15,1,28,Latvia
IEM_Health-CovidProject,inc case,2,LV,366,179,62,126,0.75,534,0.8,0.5,0.82,-0.04,1,28,Latvia
ILM-EKF,inc case,2,LV,418,177,126,115,0.92,636,0.98,0.43,0.82,-0.17,1,28,Latvia
LANL-GrowthRate,inc case,2,LV,320,189,105,25,0.63,482,0.69,0.56,1,-0.35,1,27,Latvia
USC-SIkJalpha,inc case,2,LV,435,70,148,217,0.92,539,0.8,0.29,0.39,-0.05,1,28,Latvia
epiforecasts-EpiNow2,inc case,2,LV,372,126,78,168,0.83,566,0.88,0.39,0.79,-0.1,1,28,Latvia
EuroCOVIDhub-baseline,inc case,3,LV,636,110,240,285,1,920,1,0.33,0.7,0.01,1,27,Latvia
EuroCOVIDhub-ensemble,inc case,3,LV,484,173,137,175,0.69,738,0.77,0.3,0.85,-0.17,1,27,Latvia
IEM_Health-CovidProject,inc case,3,LV,560,230,113,217,0.78,871,0.89,0.33,0.78,-0.09,1,27,Latvia
ILM-EKF,inc case,3,LV,607,227,206,174,0.9,892,0.94,0.37,0.74,-0.2,1,27,Latvia
LANL-GrowthRate,inc case,3,LV,444,211,173,60,0.63,695,0.71,0.46,0.92,-0.33,1,26,Latvia
USC-SIkJalpha,inc case,3,LV,710,74,277,359,1.04,812,0.85,0.26,0.26,-0.1,1,27,Latvia
epiforecasts-EpiNow2,inc case,3,LV,622,196,139,288,0.94,898,0.97,0.37,0.67,-0.17,1,27,Latvia
EuroCOVIDhub-baseline,inc case,4,LV,822,133,294,395,1,1161,1,0.27,0.65,0.02,1,26,Latvia
EuroCOVIDhub-ensemble,inc case,4,LV,696,202,228,265,0.77,1083,0.89,0.23,0.69,-0.2,1,26,Latvia
IEM_Health-CovidProject,inc case,4,LV,754,287,176,292,0.8,1162,0.93,0.35,0.77,-0.11,1,26,Latvia
ILM-EKF,inc case,4,LV,833,275,311,247,0.96,1276,1.07,0.38,0.73,-0.22,1,26,Latvia
LANL-GrowthRate,inc case,4,LV,635,219,291,125,0.73,1016,0.84,0.32,0.76,-0.26,1,25,Latvia
USC-SIkJalpha,inc case,4,LV,960,84,438,438,1.1,1126,0.92,0.23,0.31,-0.24,1,26,Latvia
epiforecasts-EpiNow2,inc case,4,LV,681,199,222,260,0.69,929,0.71,0.42,0.69,-0.23,1,26,Latvia
MUNI-ARIMA,inc case,1,LV,160,51,22,86,0.6,253,0.66,0.52,0.86,0.05,1,21,Latvia
MUNI-ARIMA,inc case,2,LV,329,86,58,185,0.67,495,0.71,0.35,0.9,-0.06,1,20,Latvia
RobertWalraven-ESG,inc case,1,LV,269,38,91,141,1.15,365,0.92,0.21,0.72,-0.25,1,29,Latvia
MUNI-ARIMA,inc case,3,LV,514,109,127,278,0.72,786,0.8,0.17,0.89,-0.22,1,18,Latvia
RobertWalraven-ESG,inc case,2,LV,524,43,253,227,1.28,594,0.92,0.14,0.54,-0.36,1,28,Latvia
MUNI-ARIMA,inc case,4,LV,693,129,223,342,0.8,1069,0.94,0.12,0.76,-0.32,1,17,Latvia
RobertWalraven-ESG,inc case,3,LV,782,48,450,284,1.36,869,0.95,0.11,0.33,-0.33,1,27,Latvia
RobertWalraven-ESG,inc case,4,LV,1019,52,627,340,1.44,1142,0.98,0.08,0.35,-0.31,1,26,Latvia
Karlen-pypm,inc case,1,LV,168,124,31,13,0.92,170,0.63,0.9,1,-0.04,1,10,Latvia
Karlen-pypm,inc case,2,LV,268,167,67,34,0.68,332,0.55,0.56,1,-0.11,1,9,Latvia
Karlen-pypm,inc case,3,LV,397,194,113,90,0.6,568,0.58,0.38,1,-0.14,1,8,Latvia
Karlen-pypm,inc case,4,LV,699,294,160,246,0.8,1151,0.96,0.14,1,-0.2,1,7,Latvia
EuroCOVIDhub-baseline,inc death,1,LV,7,1,2,3,1,9,1,0.24,0.97,0.12,1,29,Latvia
EuroCOVIDhub-ensemble,inc death,1,LV,5,2,1,1,0.7,7,0.75,0.62,0.97,-0.03,1,29,Latvia
IEM_Health-CovidProject,inc death,1,LV,6,3,2,1,0.85,8,0.81,0.62,0.86,-0.11,1,29,Latvia
ILM-EKF,inc death,1,LV,7,6,1,1,1.03,8,0.78,0.97,1,-0.01,1,29,Latvia
LANL-GrowthRate,inc death,1,LV,7,2,3,2,1.18,11,1.18,0.32,0.79,-0.04,1,28,Latvia
RobertWalraven-ESG,inc death,1,LV,6,1,2,2,0.84,8,0.84,0.38,0.72,-0.06,1,29,Latvia
USC-SIkJalpha,inc death,1,LV,6,1,2,3,0.96,8,0.81,0.21,0.38,0.03,1,29,Latvia
epiforecasts-EpiNow2,inc death,1,LV,4,2,1,1,0.64,7,0.7,0.66,1,0.01,1,29,Latvia
EuroCOVIDhub-baseline,inc death,2,LV,7,2,2,3,1,11,1,0.43,1,0.09,1,28,Latvia
EuroCOVIDhub-ensemble,inc death,2,LV,5,3,1,1,0.73,8,0.72,0.64,0.93,0.01,1,28,Latvia
IEM_Health-CovidProject,inc death,2,LV,7,4,2,2,0.97,11,0.93,0.61,0.89,-0.09,1,28,Latvia
ILM-EKF,inc death,2,LV,7,6,1,1,0.9,8,0.65,0.89,1,-0.05,1,28,Latvia
LANL-GrowthRate,inc death,2,LV,10,2,5,3,1.38,14,1.27,0.26,0.74,-0.06,1,27,Latvia
RobertWalraven-ESG,inc death,2,LV,7,2,3,2,0.95,10,0.89,0.43,0.71,-0.14,1,28,Latvia
USC-SIkJalpha,inc death,2,LV,6,1,2,3,0.81,7,0.65,0.36,0.46,0.09,1,28,Latvia
epiforecasts-EpiNow2,inc death,2,LV,5,3,1,1,0.67,8,0.71,0.61,1,0.01,1,28,Latvia
EuroCOVIDhub-baseline,inc death,3,LV,9,3,2,4,1,14,1,0.44,1,0.16,1,27,Latvia
EuroCOVIDhub-ensemble,inc death,3,LV,6,3,2,1,0.71,10,0.69,0.52,0.93,0.04,1,27,Latvia
IEM_Health-CovidProject,inc death,3,LV,10,5,3,2,1.09,14,0.99,0.56,0.89,-0.07,1,27,Latvia
ILM-EKF,inc death,3,LV,7,6,1,1,0.77,9,0.63,0.85,1,-0.08,1,27,Latvia
LANL-GrowthRate,inc death,3,LV,11,2,5,4,1.24,14,1.05,0.23,0.69,0.04,1,26,Latvia
RobertWalraven-ESG,inc death,3,LV,8,2,4,1,0.85,12,0.8,0.48,0.78,-0.12,1,27,Latvia
USC-SIkJalpha,inc death,3,LV,8,1,2,4,0.86,10,0.66,0.37,0.52,0.12,1,27,Latvia
epiforecasts-EpiNow2,inc death,3,LV,6,3,1,1,0.63,9,0.63,0.41,1,0.04,1,27,Latvia
EuroCOVIDhub-baseline,inc death,4,LV,9,4,2,4,1,15,1,0.5,1,0.17,1,26,Latvia
EuroCOVIDhub-ensemble,inc death,4,LV,7,3,2,2,0.79,11,0.72,0.62,0.88,0.05,1,26,Latvia
IEM_Health-CovidProject,inc death,4,LV,12,6,4,3,1.3,18,1.12,0.54,0.85,-0.06,1,26,Latvia
ILM-EKF,inc death,4,LV,8,6,2,1,0.81,11,0.7,0.73,1,-0.1,1,26,Latvia
LANL-GrowthRate,inc death,4,LV,12,2,5,4,1.32,17,1.13,0.2,0.64,-0.08,1,25,Latvia
RobertWalraven-ESG,inc death,4,LV,9,2,5,2,0.96,14,0.87,0.35,0.73,-0.2,1,26,Latvia
UMass-MechBayes,inc death,1,LV,5,2,2,1,0.65,7,0.7,0.46,0.92,-0.09,1,26,Latvia
USC-SIkJalpha,inc death,4,LV,8,1,3,4,0.91,10,0.68,0.23,0.35,0.11,1,26,Latvia
epiforecasts-EpiNow2,inc death,4,LV,7,3,1,2,0.67,11,0.68,0.54,0.96,-0.05,1,26,Latvia
UMass-MechBayes,inc death,2,LV,5,2,2,1,0.63,8,0.63,0.6,0.92,-0.11,1,25,Latvia
UMass-MechBayes,inc death,3,LV,6,2,2,1,0.62,9,0.65,0.46,0.88,-0.12,1,24,Latvia
UMass-MechBayes,inc death,4,LV,5,3,2,1,0.61,9,0.63,0.52,0.83,-0.07,1,23,Latvia
MUNI-ARIMA,inc death,1,LV,6,2,2,2,0.9,9,0.99,0.52,0.95,-0.04,1,21,Latvia
MUNI-ARIMA,inc death,2,LV,6,3,2,2,0.97,10,0.99,0.65,0.9,0.06,1,20,Latvia
MUNI-ARIMA,inc death,3,LV,9,3,3,3,1.09,14,1.1,0.39,0.94,0.19,1,18,Latvia
MUNI-ARIMA,inc death,4,LV,11,4,3,5,1.2,18,1.21,0.35,0.88,0.22,1,17,Latvia
Karlen-pypm,inc death,1,LV,3,1,1,0,0.76,4,0.83,0.6,1,-0.38,1,10,Latvia
Karlen-pypm,inc death,2,LV,4,1,3,0,0.83,6,0.84,0.33,0.89,-0.29,1,9,Latvia
Karlen-pypm,inc death,3,LV,6,1,4,1,0.83,10,0.81,0.25,0.75,-0.2,1,8,Latvia
Karlen-pypm,inc death,4,LV,10,2,6,2,1.07,14,0.97,0.14,0.57,-0.13,1,7,Latvia
EuroCOVIDhub-baseline,inc case,1,MT,127,18,37,72,1,166,1,0.41,0.86,0.26,1,29,Malta
EuroCOVIDhub-ensemble,inc case,1,MT,116,36,18,63,0.91,187,1.12,0.41,0.9,0.21,1,29,Malta
IEM_Health-CovidProject,inc case,1,MT,209,25,57,128,1.68,272,1.64,0.1,0.52,0.26,1,29,Malta
ILM-EKF,inc case,1,MT,515,86,85,344,4.42,695,4.38,0.28,0.52,0.29,1,29,Malta
LANL-GrowthRate,inc case,1,MT,141,36,38,67,1.14,221,1.32,0.43,0.82,-0.04,1,28,Malta
USC-SIkJalpha,inc case,1,MT,196,83,59,53,1.61,214,1.31,0.38,0.55,0.09,1,29,Malta
epiforecasts-EpiNow2,inc case,1,MT,182,61,21,100,1.5,286,1.74,0.34,0.66,0.01,1,29,Malta
EuroCOVIDhub-baseline,inc case,2,MT,242,35,69,138,1,316,1,0.46,0.79,0.34,1,28,Malta
EuroCOVIDhub-ensemble,inc case,2,MT,288,74,50,165,1.23,456,1.46,0.43,0.75,0.29,1,28,Malta
IEM_Health-CovidProject,inc case,2,MT,403,38,97,268,1.75,504,1.61,0.25,0.46,0.29,1,28,Malta
ILM-EKF,inc case,2,MT,1309,226,102,980,6.11,1736,5.8,0.32,0.5,0.27,1,28,Malta
LANL-GrowthRate,inc case,2,MT,304,95,69,139,1.27,397,1.23,0.33,0.78,0.12,1,27,Malta
USC-SIkJalpha,inc case,2,MT,368,110,105,154,1.65,389,1.26,0.36,0.43,0.05,1,28,Malta
epiforecasts-EpiNow2,inc case,2,MT,835,201,52,582,3.84,1249,4.12,0.21,0.71,-0.04,1,28,Malta
EuroCOVIDhub-baseline,inc case,3,MT,323,47,86,190,1,431,1,0.44,0.78,0.33,1,27,Malta
EuroCOVIDhub-ensemble,inc case,3,MT,392,104,70,218,1.26,552,1.29,0.41,0.67,0.34,1,27,Malta
IEM_Health-CovidProject,inc case,3,MT,567,57,121,389,1.87,717,1.7,0.15,0.48,0.32,1,27,Malta
ILM-EKF,inc case,3,MT,3255,678,131,2446,11.76,4388,10.99,0.26,0.48,0.28,1,27,Malta
LANL-GrowthRate,inc case,3,MT,397,102,111,184,1.24,454,1.02,0.35,0.65,0.22,1,26,Malta
USC-SIkJalpha,inc case,3,MT,510,130,133,248,1.74,546,1.31,0.26,0.37,-0.01,1,27,Malta
epiforecasts-EpiNow2,inc case,3,MT,1009,283,63,663,3.5,1371,3.33,0.3,0.74,-0.03,1,27,Malta
EuroCOVIDhub-baseline,inc case,4,MT,369,57,95,217,1,502,1,0.46,0.77,0.3,1,26,Malta
EuroCOVIDhub-ensemble,inc case,4,MT,399,113,96,190,1.09,544,1.07,0.46,0.69,0.33,1,26,Malta
IEM_Health-CovidProject,inc case,4,MT,662,80,139,443,1.91,847,1.72,0.15,0.46,0.29,1,26,Malta
ILM-EKF,inc case,4,MT,8342,2128,154,6060,26.94,11415,24.84,0.27,0.46,0.23,1,26,Malta
LANL-GrowthRate,inc case,4,MT,429,82,142,205,1.17,516,0.99,0.32,0.56,0.32,1,25,Malta
USC-SIkJalpha,inc case,4,MT,586,150,148,288,1.77,646,1.34,0.38,0.58,-0.09,1,26,Malta
epiforecasts-EpiNow2,inc case,4,MT,704,286,95,323,2.06,969,1.96,0.35,0.69,-0.08,1,26,Malta
MUNI-ARIMA,inc case,1,MT,63,19,32,12,0.54,93,0.63,0.52,0.9,0.09,1,21,Malta
MUNI-ARIMA,inc case,2,MT,154,41,82,32,0.66,208,0.72,0.55,0.9,0.12,1,20,Malta
RobertWalraven-ESG,inc case,1,MT,150,22,76,52,1.19,213,1.27,0.48,0.76,-0.05,1,29,Malta
MUNI-ARIMA,inc case,3,MT,230,55,135,40,0.73,291,0.72,0.67,0.83,0.09,1,18,Malta
RobertWalraven-ESG,inc case,2,MT,236,27,152,58,0.93,336,1.05,0.54,0.75,-0.06,1,28,Malta
MUNI-ARIMA,inc case,4,MT,278,65,172,42,0.81,363,0.78,0.59,0.82,0.06,1,17,Malta
RobertWalraven-ESG,inc case,3,MT,283,30,205,49,0.85,397,0.92,0.52,0.74,-0.11,1,27,Malta
RobertWalraven-ESG,inc case,4,MT,316,32,244,39,0.86,414,0.83,0.54,0.73,-0.17,1,26,Malta
EuroCOVIDhub-baseline,inc death,1,MT,1,0,0,1,1,2,1,0.52,0.97,0.09,1,29,Malta
EuroCOVIDhub-ensemble,inc death,1,MT,1,1,0,0,0.9,2,0.89,0.76,1,0.03,1,29,Malta
IEM_Health-CovidProject,inc death,1,MT,1,1,0,0,1.11,2,1.08,0.59,0.93,0.14,1,29,Malta
ILM-EKF,inc death,1,MT,2,2,0,0,2,2,1.26,0.83,1,0.13,1,29,Malta
LANL-GrowthRate,inc death,1,MT,1,0,0,1,1.06,2,1.13,0.57,0.96,0.04,1,28,Malta
RobertWalraven-ESG,inc death,1,MT,1,0,0,1,1.06,2,1,0.62,0.86,-0,1,29,Malta
