model,continuous_weeks,target_variable,horizon,location,relative_skill,inv_skill,skill_weight
RobertWalraven-ESG,11,inc death,1,LT,0.8514672672545586,1.1744432680593409,0.13259081263546377
USC-SIkJalpha,11,inc death,1,LT,0.8107823389111365,1.2333766437771434,0.1392441984483745
epiforecasts-EpiNow2,11,inc death,1,LT,1.0106193912162422,0.9894921952729779,0.11171044003213967
IEM_Health-CovidProject,11,inc death,2,LT,0.8106074617626653,1.2336427274250608,0.14517260475722188
ILM-EKF,11,inc death,2,LT,1.3273388326090416,0.7533871347938955,0.08865708873175676
LANL-GrowthRate,11,inc death,2,LT,0.9098560560132746,1.099074950802339,0.12933693838930643
RobertWalraven-ESG,11,inc death,2,LT,0.9765278903884737,1.0240362920942165,0.12050653936050167
USC-SIkJalpha,11,inc death,2,LT,0.9776023290458872,1.0229108199608856,0.12037409605455493
epiforecasts-EpiNow2,11,inc death,2,LT,1.141144496147488,0.8763132130733726,0.10312278336092232
IEM_Health-CovidProject,11,inc death,3,LT,0.8345156234141008,1.198299914277079,0.140218033201436
ILM-EKF,11,inc death,3,LT,1.3576480672020248,0.7365679104606975,0.0861888601455823
LANL-GrowthRate,11,inc death,3,LT,0.7816522989222383,1.2793412126834718,0.1497010109895889
RobertWalraven-ESG,11,inc death,3,LT,1.1146119885626102,0.8971731959294531,0.10498194940635389
USC-SIkJalpha,11,inc death,3,LT,1.3578268769426045,0.7364709131783301,0.08617751009206281
epiforecasts-EpiNow2,11,inc death,3,LT,1.3396050647252342,0.7464886676918541,0.08734972901509308
IEM_Health-CovidProject,11,inc death,4,LT,0.7244250357667633,1.380405080756984,0.15419439466195545
ILM-EKF,11,inc death,4,LT,1.3722017180398305,0.7287558285734294,0.0814036875187611
LANL-GrowthRate,11,inc death,4,LT,0.5596474414874115,1.7868392238910888,0.19959401506624072
RobertWalraven-ESG,11,inc death,4,LT,0.9876247870691806,1.0125302777865097,0.11310194046415425
UMass-MechBayes,8,inc death,1,LT,0.776929368943082,1.2871182889641288,0.14531145482550342
UMass-SemiMech,8,inc death,1,LT,0.8938170542408432,1.118797180312634,0.12630855090773305
USC-SIkJalpha,11,inc death,4,LT,1.286131978348072,0.7775251815792774,0.08685133543720268
epiforecasts-EpiNow2,11,inc death,4,LT,1.6481678778333972,0.606734309926336,0.06777360569292248
LANL-GrowthRate,11,inc death,5,LT,0.7368622350539633,1.3571057823675359,0.648102440475031
UMass-MechBayes,8,inc death,2,LT,0.7466237295374617,1.3393627344519394,0.15761352339099713
UMass-SemiMech,8,inc death,2,LT,0.8702936483405994,1.1490374563880978,0.13521642595473893
USC-SIkJalpha,11,inc death,5,LT,1.357105782367536,0.7368622350539632,0.35189755952496893
UMass-MechBayes,8,inc death,3,LT,0.6439944909766296,1.5528083143746794,0.1817005285457354
UMass-SemiMech,8,inc death,3,LT,0.7148853797755746,1.398825641551002,0.16368237860414758
UMass-MechBayes,8,inc death,4,LT,0.8148335712029341,1.2272444770822413,0.1370860060455242
UMass-SemiMech,8,inc death,4,LT,0.6981610007596943,1.432334374036739,0.1599950151132392
IEM_Health-CovidProject,11,inc case,1,LU,1.154592577810657,0.8661063817820517,0.12736519413429556
ILM-EKF,11,inc case,1,LU,0.942603166637718,1.060891831678242,0.15600935051323717
LANL-GrowthRate,11,inc case,1,LU,1.14169207380395,0.8758929162643191,0.1288043520604516
RobertWalraven-ESG,11,inc case,1,LU,0.8391083868351615,1.1917411572677379,0.17525138602596194
USC-SIkJalpha,11,inc case,1,LU,0.8330718824705924,1.2003766073995423,0.1765212713490689
epiforecasts-EpiNow2,11,inc case,1,LU,1.0877399070025309,0.9193374202438573,0.13519307958839918
IEM_Health-CovidProject,11,inc case,2,LU,1.338912069152017,0.7468750361129669,0.10759470581624686
ILM-EKF,11,inc case,2,LU,1.0286156575400878,0.9721804180887917,0.14005216539163878
LANL-GrowthRate,11,inc case,2,LU,0.8918234182848472,1.1212982071307318,0.161534051742316
RobertWalraven-ESG,11,inc case,2,LU,0.7757169404705485,1.2891300264673886,0.18571187849378046
USC-SIkJalpha,11,inc case,2,LU,0.9387935488641974,1.0651969234448335,0.1534521092188213
epiforecasts-EpiNow2,11,inc case,2,LU,1.059027987843166,0.9442621077811328,0.1360302577910413
IEM_Health-CovidProject,11,inc case,3,LU,1.3405127767258704,0.7459831919263356,0.10358072444283614
ILM-EKF,11,inc case,3,LU,1.1327767516068257,0.8827864789611157,0.12257603657665572
LANL-GrowthRate,11,inc case,3,LU,0.7732949402742166,1.2931676491318977,0.17955798920513527
RobertWalraven-ESG,11,inc case,3,LU,0.7096305696764719,1.4091839370109305,0.195666999804486
USC-SIkJalpha,11,inc case,3,LU,0.990535523301569,1.0095549089111764,0.1401779959141053
epiforecasts-EpiNow2,11,inc case,3,LU,1.0559680355731142,0.9469983619885443,0.13149193901762718
IEM_Health-CovidProject,11,inc case,4,LU,1.3129186860776525,0.7616617926183245,0.09904701852531828
ILM-EKF,11,inc case,4,LU,1.315116523608548,0.7603888948608905,0.09888149003356081
LANL-GrowthRate,11,inc case,4,LU,0.6784630892290352,1.4739195335391644,0.19166950050287956
RobertWalraven-ESG,11,inc case,4,LU,0.6740985821095006,1.483462547674607,0.19291048056387392
USC-SIkJalpha,11,inc case,4,LU,0.8435233310720358,1.1855036644085442,0.15416370434816637
epiforecasts-EpiNow2,11,inc case,4,LU,1.1095274236573966,0.901284617827331,0.117203665857586
LANL-GrowthRate,11,inc case,5,LU,0.8800620224542544,1.1362835510289049,0.5635361150251735
UMass-SemiMech,7,inc case,1,LU,1.458077176972099,0.6858347526408991,0.10085536632858566
USC-SIkJalpha,11,inc case,5,LU,1.1362835510289049,0.8800620224542544,0.43646388497482663
UMass-SemiMech,7,inc case,2,LU,1.2459248438924446,0.8026166304508859,0.11562483154615522
UMass-SemiMech,7,inc case,3,LU,1.0937623275686483,0.9142754095608001,0.12694831503915435
UMass-SemiMech,7,inc case,4,LU,0.8899329109626491,1.1236802096893914,0.14612414016861508
IEM_Health-CovidProject,11,inc death,1,LU,1.0661173569584332,0.9379830404909062,0.11329512781416189
ILM-EKF,11,inc death,1,LU,1.2770118461328976,0.7830780920539172,0.0945847938586249
LANL-GrowthRate,11,inc death,1,LU,1.0450445432126017,0.9568970112277426,0.11557966883420176
RobertWalraven-ESG,11,inc death,1,LU,0.9786973615420614,1.021766318470884,0.12341496663604842
USC-SIkJalpha,11,inc death,1,LU,1.019141514321649,0.9812180015702827,0.1185173015956459
epiforecasts-EpiNow2,11,inc death,1,LU,0.9192211612951006,1.0878774794425852,0.1314002628609263
IEM_Health-CovidProject,11,inc death,2,LU,1.0799495590958763,0.9259691728909919,0.11020172286514685
ILM-EKF,11,inc death,2,LU,1.1808369670751648,0.8468569564492184,0.10078639586852103
LANL-GrowthRate,11,inc death,2,LU,0.980912982108461,1.0194584211236675,0.12132809351142007
RobertWalraven-ESG,11,inc death,2,LU,0.8403463240598772,1.1899855706737725,0.1416229221362564
USC-SIkJalpha,11,inc death,2,LU,0.985848144037884,1.014355005938493,0.12072072432206954
epiforecasts-EpiNow2,11,inc death,2,LU,0.8186693872659088,1.221494312056393,0.14537284998194927
IEM_Health-CovidProject,11,inc death,3,LU,1.37984306873797,0.724720095100828,0.08307838401271239
ILM-EKF,11,inc death,3,LU,1.4424423344758988,0.6932686153885957,0.0794729394735523
LANL-GrowthRate,11,inc death,3,LU,1.0886184615368333,0.9185954816421833,0.10530331460671623
RobertWalraven-ESG,11,inc death,3,LU,0.5035281065999131,1.9859864561534142,0.22766382023035286
USC-SIkJalpha,11,inc death,3,LU,0.9040487441178936,1.1061350469279494,0.12680193749259103
epiforecasts-EpiNow2,11,inc death,3,LU,1.145909623018937,0.8726691703360225,0.10003854583215954
IEM_Health-CovidProject,11,inc death,4,LU,1.7736412626551097,0.5638118716876364,0.05853753970022933
ILM-EKF,11,inc death,4,LU,1.6588806184790017,0.6028161332771989,0.06258714139528213
LANL-GrowthRate,11,inc death,4,LU,1.0450290936483029,0.9569111578596327,0.09935091420677689
RobertWalraven-ESG,11,inc death,4,LU,0.32997561370963147,3.030526979729992,0.3146432388121895
USC-SIkJalpha,11,inc death,4,LU,0.8319055629120427,1.2020595180293678,0.12480334361896282
epiforecasts-EpiNow2,11,inc death,4,LU,1.4962113912961996,0.6683547564316288,0.06939166245532517
LANL-GrowthRate,11,inc death,5,LU,0.9593374013263232,1.042386128819182,0.520744305155573
UMass-MechBayes,7,inc death,1,LU,0.9910063645074592,1.009075255028267,0.12188206508798159
UMass-SemiMech,7,inc death,1,LU,0.6661263502146717,1.5012166981200057,0.18132581331240932
USC-SIkJalpha,11,inc death,5,LU,1.042386128819182,0.9593374013263232,0.4792556948444268
UMass-MechBayes,7,inc death,2,LU,1.3239067046508222,0.7553402339357047,0.08989478004887856
UMass-SemiMech,7,inc death,2,LU,0.6997738854684783,1.429033035907776,0.17007251126575837
UMass-MechBayes,7,inc death,3,LU,0.93389351308752655,1.070785893665671,0.1227496826301959
UMass-SemiMech,7,inc death,3,LU,0.7401001625025773,1.3511684643043402,0.1548913757217198
UMass-MechBayes,7,inc death,4,LU,0.8074043927790358,1.2385367344337355,0.1285905758690271
UMass-SemiMech,7,inc death,4,LU,0.7306672941283365,1.36861196338748,0.1420955839422071
IEM_Health-CovidProject,11,inc case,1,LV,0.9657740014020494,1.0354389314148689,0.11165274822457502
ILM-EKF,11,inc case,1,LV,0.9494235484032626,1.0532706942879146,0.11357557077843047
LANL-GrowthRate,11,inc case,1,LV,1.122676747703465,0.8907283437067606,0.09604841432848941
RobertWalraven-ESG,11,inc case,1,LV,0.7354319540236999,1.359745105619621,0.14662311153386248
USC-SIkJalpha,11,inc case,1,LV,1.1921244904167416,0.8388385676486028,0.09045307120793049
epiforecasts-EpiNow2,11,inc case,1,LV,0.8295723100814673,1.2054404273712993,0.12998423417699886
IEM_Health-CovidProject,11,inc case,2,LV,1.008455828537336,0.9916150729679452,0.10269209503095132
ILM-EKF,11,inc case,2,LV,0.8742391577602971,1.1438517608406926,0.11845779368197498
LANL-GrowthRate,11,inc case,2,LV,0.9468240738079364,1.0561624146059159,0.1093766462466185
Priesemann-bayes,10,inc case,1,LV,0.5602888499300189,1.7847936829813797,0.19245666129863498
RobertWalraven-ESG,11,inc case,2,LV,0.5780316197174157,1.730009165396304,0.17916051344959436
USC-SIkJalpha,11,inc case,2,LV,1.0162725446398897,0.9839880111632301,0.10190223314098179
epiforecasts-EpiNow2,11,inc case,2,LV,0.8539164412747782,1.1710747699237871,0.12127702052916507
IEM_Health-CovidProject,11,inc case,3,LV,1.1496731174008938,0.869812457875622,0.12362749989811143
ILM-EKF,11,inc case,3,LV,1.0435810702499468,0.9582389222147266,0.13619566055399873
LANL-GrowthRate,11,inc case,3,LV,1.0062550731941602,0.9937838095322047,0.14124769851164345
Priesemann-bayes,10,inc case,2,LV,0.7059521961472381,1.4165265091001051,0.14669611107360814
RobertWalraven-ESG,11,inc case,3,LV,0.7677387535070459,1.302526406843448,0.1851296584353496
USC-SIkJalpha,11,inc case,3,LV,1.2591038944529378,0.794215635743455,0.1128828318540738
epiforecasts-EpiNow2,11,inc case,3,LV,1.1588366560921532,0.8629343874677,0.1226499114065286
IEM_Health-CovidProject,11,inc case,4,LV,1.0415326460619838,0.9601235292825261,0.11954579971481653
ILM-EKF,11,inc case,4,LV,0.9449627374039716,1.058242786109459,0.13176271208812798
LANL-GrowthRate,11,inc case,4,LV,0.8324336329247676,1.201296968848418,0.14957451042084657
RobertWalraven-ESG,11,inc case,4,LV,0.6652141613757311,1.5032752729314984,0.18717408668069785
UMass-SemiMech,8,inc case,1,LV,0.9045782171337268,1.1054875974889484,0.1192061884510782
USC-SIkJalpha,11,inc case,4,LV,0.9627801108062524,1.0386587641103002,0.12932428880183325
epiforecasts-EpiNow2,11,inc case,4,LV,1.1422744285483593,0.8754463682346751,0.109002574154445
LANL-GrowthRate,11,inc case,5,LV,0.84785109580083,1.1794523884591541,0.5817838313880683
UMass-SemiMech,8,inc case,2,LV,0.8598681233138754,1.1629690331420421,0.12043758684710591
USC-SIkJalpha,11,inc case,5,LV,1.179452388459154,0.8478510958008302,0.41821616861193167
UMass-SemiMech,8,inc case,3,LV,0.7972951865856783,1.2542406085284183,0.17826673934029436
UMass-SemiMech,8,inc case,4,LV,0.7171622023441078,1.3943846966995919,0.17361602813923285
IEM_Health-CovidProject,11,inc death,1,LV,1.2361675785247497,0.8089518099102764,0.09445757794732611
ILM-EKF,11,inc death,1,LV,1.402556664232543,0.7129836715347142,0.08325182032367377
LANL-GrowthRate,11,inc death,1,LV,0.9618239569283744,1.0396912998440404,0.12139996572486524
RobertWalraven-ESG,11,inc death,1,LV,1.1307692876837503,0.8843536969848058,0.1032619091058259
USC-SIkJalpha,11,inc death,1,LV,0.9120023662183074,1.0964883831898178,0.12803189961955494
epiforecasts-EpiNow2,11,inc death,1,LV,0.7403991616387436,1.3506228151132362,0.15770600704898044
IEM_Health-CovidProject,11,inc death,2,LV,1.1256631828597097,0.8883652012669842,0.09478137969841478
ILM-EKF,11,inc death,2,LV,1.2625271143776156,0.7920621970110854,0.08450662827922542
LANL-GrowthRate,11,inc death,2,LV,1.0446408666925764,0.9572667812298851,0.10213262083547249
RobertWalraven-ESG,11,inc death,2,LV,1.2728403056949282,0.7856445113544966,0.08382191314165059
USC-SIkJalpha,11,inc death,2,LV,0.5510621129430527,1.8146774683153384,0.19361140430675536
epiforecasts-EpiNow2,11,inc death,2,LV,0.9080371966825374,1.1012764715514338,0.11749728968917257
IEM_Health-CovidProject,11,inc death,3,LV,1.3970825480146625,0.7157773185421717,0.09150066087206696
ILM-EKF,11,inc death,3,LV,1.2995958564723986,0.769469981779092,0.09836440751909079
LANL-GrowthRate,11,inc death,3,LV,1.072168064280255,0.9326895971960317,0.11922941999022106
RobertWalraven-ESG,11,inc death,3,LV,1.3990377283282458,0.7147770069038321,0.09137278705766262
USC-SIkJalpha,11,inc death,3,LV,1.021203550048829,0.9792367055051707,0.1251797219369835
epiforecasts-EpiNow2,11,inc death,3,LV,1.016139885381048,0.9841164729253832,0.12580352201039297
IEM_Health-CovidProject,11,inc death,4,LV,1.379065020697759,0.725128971434599,0.09328538627258157
ILM-EKF,11,inc death,4,LV,1.222437451256272,0.8180377646089967,0.10523778784639563
LANL-GrowthRate,11,inc death,4,LV,1.139423534782083,0.8776367781373342,0.11290499908394475
RobertWalraven-ESG,11,inc death,4,LV,1.4026995575802372,0.7129110397133621,0.09171359073693676
UMass-MechBayes,8,inc death,1,LV,0.7798017687761668,1.2823771887173527,0.14973727949824014
UMass-SemiMech,8,inc death,1,LV,0.7200915556804243,1.3887122993062826,0.1621535407315334
USC-SIkJalpha,11,inc death,4,LV,0.8845691310261754,1.1304938923653316,0.1454342104404606
epiforecasts-EpiNow2,11,inc death,4,LV,1.012073956802855,0.9880700844817738,0.12711186992420123
LANL-GrowthRate,11,inc death,5,LV,1.13821490884913,0.878568706336063,0.43562864142734903
UMass-MechBayes,8,inc death,2,LV,0.7404660130986208,1.3505008768941464,0.14408751740094008
UMass-SemiMech,8,inc death,2,LV,0.5941811584550032,1.682988404748834,0.17956124664836867
USC-SIkJalpha,11,inc death,5,LV,0.878568706336063,1.13821490884913,0.5643713585726511
UMass-MechBayes,8,inc death,3,LV,0.7889059196191424,1.2675782690067363,0.16203957057121188
UMass-SemiMech,8,inc death,3,LV,0.6854004508775553,1.4590010828263182,0.18650991004237022
UMass-MechBayes,8,inc death,4,LV,0.8008279098478507,1.248707728218401,0.1606420200505221
UMass-SemiMech,8,inc death,4,LV,0.7860115264391528,1.2722459739620784,0.16367013564495736
IEM_Health-CovidProject,11,inc case,1,MT,1.4302225450358172,0.6991918869346007,0.08537289146658368
ILM-EKF,11,inc case,1,MT,1.4632324721986407,0.6834184034321003,0.08344691389122479
LANL-GrowthRate,11,inc case,1,MT,0.7032085626033144,1.422053218888502,0.17363587505017736
RobertWalraven-ESG,11,inc case,1,MT,1.0134125391425546,0.9867649761331126,0.12048620812775246
USC-SIkJalpha,11,inc case,1,MT,1.142584121989285,0.8752090815501267,0.10686498417098517
epiforecasts-EpiNow2,11,inc case,1,MT,0.9574939979945458,1.0443929696629768,0.12752271488504877
IEM_Health-CovidProject,11,inc case,2,MT,1.2988110905040064,0.7699349099428677,0.09399977857916876
ILM-EKF,11,inc case,2,MT,1.147838033018346,0.8712030541194107,0.10636339920058563
LANL-GrowthRate,11,inc case,2,MT,0.8396042044228409,1.191037389679841,0.1454113191434895
Priesemann-bayes,6,inc case,1,MT,0.934108684114809,1.0705392391760407,0.1307152328062466
RobertWalraven-ESG,11,inc case,2,MT,0.849169624976113,1.1776210200972859,0.1437733420186569
USC-SIkJalpha,11,inc case,2,MT,1.018554865690047,0.9817831455967014,0.11986389642430662
epiforecasts-EpiNow2,11,inc case,2,MT,1.079775689769903,0.9261182757440086,0.11306788630290604
IEM_Health-CovidProject,11,inc case,3,MT,1.2073524514233518,0.828258557657374,0.11284766090119994
ILM-EKF,11,inc case,3,MT,1.2126161468165688,0.8246632725658971,0.11235781445277489
LANL-GrowthRate,11,inc case,3,MT,0.9826587325112648,1.0176472939332846,0.13865128911872054
Priesemann-bayes,6,inc case,2,MT,0.8938654278703787,1.1187366339723925,0.13658426773974028
RobertWalraven-ESG,11,inc case,3,MT,0.6944495687349501,1.439989374349614,0.19619408832616914
USC-SIkJalpha,11,inc case,3,MT,0.9126895846728454,1.0956627716513836,0.1492806561118945
epiforecasts-EpiNow2,11,inc case,3,MT,1.3183896962814634,0.7585010735600514,0.10334341993929501
IEM_Health-CovidProject,11,inc case,4,MT,1.33614822839752,0.7484199572672623,0.09949021027725766
ILM-EKF,11,inc case,4,MT,1.2815056326774277,0.7803321144291167,0.10373241038911278
LANL-GrowthRate,11,inc case,4,MT,1.011944806866175,0.9881961873956683,0.13136454409655804
RobertWalraven-ESG,11,inc case,4,MT,0.5502034209635484,1.817509600810445,0.24160821823327333
UMass-SemiMech,8,inc case,1,MT,0.7100817456794835,1.408288561260072,0.17195517960198123
USC-SIkJalpha,11,inc case,4,MT,0.9289212411474074,1.0765175299089897,0.14310542413763122
epiforecasts-EpiNow2,11,inc case,4,MT,1.356594556553508,0.7371399178694531,0.0979907132626116
LANL-GrowthRate,11,inc case,5,MT,1.093068616937074,0.9148556499610565,0.45562258748649836
UMass-SemiMech,8,inc case,2,MT,0.8662645393821087,1.154381778934738,0.14093611059114636
USC-SIkJalpha,11,inc case,5,MT,0.9148556499610566,1.093068616937074,0.5443774125135017
UMass-SemiMech,8,inc case,3,MT,0.727328697595395,1.3748941892518163,0.18732507114994593
UMass-SemiMech,8,inc case,4,MT,0.7275725160282477,1.374433445423295,0.18270847960355535
IEM_Health-CovidProject,11,inc death,1,MT,1.2460667986286396,0.8025251945566252,0.0966575646585946
ILM-EKF,11,inc death,1,MT,1.4483649898804252,0.690433700750084,0.08315706537985235
LANL-GrowthRate,11,inc death,1,MT,1.1450842827517338,0.8732981624696795,0.10518158704260963
RobertWalraven-ESG,11,inc death,1,MT,0.8347849869827051,1.1979132538241464,0.14427880716052094
USC-SIkJalpha,11,inc death,1,MT,1.0914543149344522,0.9162087558928708,0.11034981538792935
epiforecasts-EpiNow2,11,inc death,1,MT,0.6470212677612732,1.5455442499750454,0.18614810387007902
IEM_Health-CovidProject,11,inc death,2,MT,1.086473064051665,0.9204093806714447,0.09718449866832424
ILM-EKF,11,inc death,2,MT,1.0508605621979423,0.9516010363053646,0.10047797381001188
LANL-GrowthRate,11,inc death,2,MT,1.1996589002335971,0.8335702755218841,0.08801530170445873
RobertWalraven-ESG,11,inc death,2,MT,0.591089254553076,1.6917918779560666,0.17863349609753063
USC-SIkJalpha,11,inc death,2,MT,0.8421886681343553,1.1873823975989057,0.12537373636290078
epiforecasts-EpiNow2,11,inc death,2,MT,0.6441371098117623,1.5524645060307616,0.16392215017289646
IEM_Health-CovidProject,11,inc death,3,MT,1.3841811710412677,0.7224487812153502,0.09829555222870139
ILM-EKF,11,inc death,3,MT,1.3122500546672038,0.7620498825230435,0.10368363263400855
LANL-GrowthRate,11,inc death,3,MT,1.6573074775521817,0.6033883353238622,0.08209632457160507
RobertWalraven-ESG,11,inc death,3,MT,0.7045642691928597,1.419316936332278,0.1931106338218646
USC-SIkJalpha,11,inc death,3,MT,1.1529014540534448,0.8673768226105847,0.11801429524935331
